#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AAK1	AGTR1	9606.ENSP00000386456	9606.ENSP00000398832	0	0	0.500	0	0.499
CAV1	FLNC	9606.ENSP00000339191	9606.ENSP00000327145	0	0	0	0.788	0.788
CAV1	S100G	9606.ENSP00000339191	9606.ENSP00000369547	0	0	0	0.430	0.430
CAV1	FAS	9606.ENSP00000339191	9606.ENSP00000498466	0	0.457	0	0	0.457
CAV1	GJB1	9606.ENSP00000339191	9606.ENSP00000354900	0	0.292	0	0.351	0.520
CAV1	IGF1	9606.ENSP00000339191	9606.ENSP00000376637	0	0	0	0.528	0.528
CAV1	OCLN	9606.ENSP00000339191	9606.ENSP00000347379	0	0.124	0	0.519	0.560
CAV1	RND3	9606.ENSP00000339191	9606.ENSP00000364886	0	0.163	0.500	0	0.563
CAV1	ITGB3	9606.ENSP00000339191	9606.ENSP00000452786	0	0	0.650	0.046	0.651
CAV1	TRPC4	9606.ENSP00000339191	9606.ENSP00000486109	0	0	0	0.704	0.704
CAV1	RAC1	9606.ENSP00000339191	9606.ENSP00000348461	0	0.457	0.500	0	0.716
CAV1	PRKCA	9606.ENSP00000339191	9606.ENSP00000408695	0	0	0	0.773	0.773
CAV1	PRNP	9606.ENSP00000339191	9606.ENSP00000399376	0	0	0	0.785	0.785
CAV1	FLNA	9606.ENSP00000339191	9606.ENSP00000358866	0	0	0	0.814	0.814
CAV1	TRPC1	9606.ENSP00000339191	9606.ENSP00000419313	0	0.483	0	0.721	0.849
CAV1	CD36	9606.ENSP00000339191	9606.ENSP00000415743	0	0	0	0.915	0.915
CAV1	CAVIN1	9606.ENSP00000339191	9606.ENSP00000349541	0	0.457	0	0.967	0.981
CAV2	ITGB4	9606.ENSP00000222693	9606.ENSP00000200181	0	0	0.650	0.043	0.650
CAV2	ITGB8	9606.ENSP00000222693	9606.ENSP00000222573	0	0	0.650	0	0.650
CAV2	GRK2	9606.ENSP00000222693	9606.ENSP00000312262	0	0	0	0.408	0.408
CAV2	CAVIN1	9606.ENSP00000222693	9606.ENSP00000349541	0	0	0	0.605	0.605
CAV2	ITGB3	9606.ENSP00000222693	9606.ENSP00000452786	0	0	0.650	0.089	0.667
CAVIN1	TWISTNB	9606.ENSP00000349541	9606.ENSP00000222567	0	0	0.500	0	0.499
CAVIN1	CDK7	9606.ENSP00000349541	9606.ENSP00000256443	0	0	0.500	0	0.499
CAVIN1	CRYAB	9606.ENSP00000349541	9606.ENSP00000433560	0	0	0	0.428	0.428
CAVIN1	POLR1B	9606.ENSP00000349541	9606.ENSP00000444136	0	0	0.500	0	0.499
CAVIN1	POLR2H	9606.ENSP00000349541	9606.ENSP00000415536	0	0	0.500	0	0.499
CAVIN1	DMD	9606.ENSP00000349541	9606.ENSP00000354923	0	0.292	0	0.324	0.500
CCDC136	CTTNBP2	9606.ENSP00000297788	9606.ENSP00000160373	0	0.563	0	0	0.563
CCDC136	NDN	9606.ENSP00000297788	9606.ENSP00000497916	0	0.420	0	0	0.420
CCDC173	MNS1	9606.ENSP00000391504	9606.ENSP00000260453	0	0.800	0	0	0.800
CCDC173	EFHB	9606.ENSP00000391504	9606.ENSP00000295824	0	0.801	0	0	0.801
CCDC173	ENKUR	9606.ENSP00000391504	9606.ENSP00000331044	0	0.800	0	0	0.800
CCDC173	FAM183A	9606.ENSP00000391504	9606.ENSP00000334415	0	0.800	0	0	0.800
CCDC173	EFHC2	9606.ENSP00000391504	9606.ENSP00000404232	0	0.800	0	0	0.800
CCDC173	RIBC2	9606.ENSP00000391504	9606.ENSP00000483356	0	0.801	0	0	0.801
CCDC69	RMI1	9606.ENSP00000347586	9606.ENSP00000317039	0	0.605	0	0	0.605
CCDC80	IL18	9606.ENSP00000206423	9606.ENSP00000280357	0	0	0	0.420	0.420
CCDC88A	RND3	9606.ENSP00000338728	9606.ENSP00000364886	0	0.163	0.500	0	0.563
CCL16	CXCR5	9606.ENSP00000478024	9606.ENSP00000292174	0	0.287	0.650	0.737	0.928
CCL16	CCR2	9606.ENSP00000478024	9606.ENSP00000292301	0	0.287	0.650	0.929	0.980
CCL16	CCR1	9606.ENSP00000478024	9606.ENSP00000296140	0	0.287	0.650	0.981	0.994
CCL16	CX3CR1	9606.ENSP00000478024	9606.ENSP00000351059	0	0	0.650	0.045	0.651
CCNB2	RRM2	9606.ENSP00000288207	9606.ENSP00000353770	0	0	0	0.555	0.555
CCR1	CXCL6	9606.ENSP00000296140	9606.ENSP00000226317	0	0	0.650	0.273	0.734
CCR1	CXCL13	9606.ENSP00000296140	9606.ENSP00000286758	0	0	0.650	0.576	0.845
CCR1	CXCR5	9606.ENSP00000296140	9606.ENSP00000292174	0	0	0	0.447	0.447
CCR1	CCR2	9606.ENSP00000296140	9606.ENSP00000292301	0	0	0	0.979	0.979
CCR1	XCL2	9606.ENSP00000296140	9606.ENSP00000356793	0	0	0.650	0	0.650
CCR1	GNG2	9606.ENSP00000296140	9606.ENSP00000334448	0	0.800	0	0	0.800
CCR1	CXCL12	9606.ENSP00000296140	9606.ENSP00000379140	0	0	0.650	0.567	0.841
CCR1	CXCL10	9606.ENSP00000296140	9606.ENSP00000305651	0	0	0.650	0.954	0.983
CCR2	CXCL6	9606.ENSP00000292301	9606.ENSP00000226317	0	0	0.650	0.044	0.651
CCR2	CXCL13	9606.ENSP00000292301	9606.ENSP00000286758	0	0	0.650	0.314	0.749
CCR2	TPST1	9606.ENSP00000292301	9606.ENSP00000302413	0	0	0	0.429	0.429
CCR2	IL23R	9606.ENSP00000292301	9606.ENSP00000321345	0	0	0	0.468	0.468
CCR2	CX3CR1	9606.ENSP00000292301	9606.ENSP00000351059	0	0	0	0.525	0.525
CCR2	FLNA	9606.ENSP00000292301	9606.ENSP00000358866	0	0	0	0.568	0.568
CCR2	XCL2	9606.ENSP00000292301	9606.ENSP00000356793	0	0	0.650	0.310	0.748
CCR2	GNG2	9606.ENSP00000292301	9606.ENSP00000334448	0	0.800	0	0	0.800
CCR2	CXCL12	9606.ENSP00000292301	9606.ENSP00000379140	0	0	0.650	0.981	0.993
CCR2	CXCL10	9606.ENSP00000292301	9606.ENSP00000305651	0	0	0.650	0.986	0.994
CCT3	CTTNBP2	9606.ENSP00000295688	9606.ENSP00000160373	0	0.734	0	0	0.734
CCT3	PPP2CB	9606.ENSP00000295688	9606.ENSP00000221138	0	0.734	0	0	0.734
CCT3	GAPDHS	9606.ENSP00000295688	9606.ENSP00000222286	0	0	0.500	0	0.499
CCT3	RGS9	9606.ENSP00000295688	9606.ENSP00000262406	0	0	0.500	0	0.499
CCT3	CCT6A	9606.ENSP00000295688	9606.ENSP00000275603	0	0.977	0.900	0.978	0.999
CCT3	HSPB8	9606.ENSP00000295688	9606.ENSP00000281938	0	0	0.720	0	0.720
CCT3	LRRK2	9606.ENSP00000295688	9606.ENSP00000298910	0	0.457	0	0	0.457
CCT3	SOX2	9606.ENSP00000295688	9606.ENSP00000323588	0	0.457	0	0	0.457
CCT3	FBXL3	9606.ENSP00000295688	9606.ENSP00000347834	0	0	0.500	0	0.499
CCT3	NOP56	9606.ENSP00000295688	9606.ENSP00000370589	0	0	0.500	0	0.499
CCT3	RUVBL1	9606.ENSP00000295688	9606.ENSP00000318297	0	0	0.540	0	0.540
CCT6A	CTTNBP2	9606.ENSP00000275603	9606.ENSP00000160373	0	0.734	0	0	0.734
CCT6A	PPP2CB	9606.ENSP00000275603	9606.ENSP00000221138	0	0.734	0	0	0.734
CCT6A	GAPDHS	9606.ENSP00000275603	9606.ENSP00000222286	0	0	0.500	0	0.499
CCT6A	RGS9	9606.ENSP00000275603	9606.ENSP00000262406	0	0	0.500	0	0.499
CCT6A	FBXL3	9606.ENSP00000275603	9606.ENSP00000347834	0	0	0.500	0	0.499
CCT6A	NOP56	9606.ENSP00000275603	9606.ENSP00000370589	0	0	0.500	0	0.499
CCT6A	RUVBL1	9606.ENSP00000275603	9606.ENSP00000318297	0	0	0.540	0	0.540
CCT6A	HSPB8	9606.ENSP00000275603	9606.ENSP00000281938	0	0	0.720	0	0.720
CD200	CX3CR1	9606.ENSP00000420298	9606.ENSP00000351059	0	0	0	0.936	0.936
CD200	PTPRC	9606.ENSP00000420298	9606.ENSP00000411355	0	0	0	0.855	0.855
CD24	SELE	9606.ENSP00000481841	9606.ENSP00000331736	0	0	0	0.862	0.862
CD248	LGALS3BP	9606.ENSP00000308117	9606.ENSP00000262776	0	0.287	0	0.412	0.562
CD274	ITGB4	9606.ENSP00000370989	9606.ENSP00000200181	0	0	0	0.436	0.436
CD274	ICOS	9606.ENSP00000370989	9606.ENSP00000319476	0	0	0	0.956	0.956
CD274	DKK1	9606.ENSP00000370989	9606.ENSP00000363081	0	0	0	0.412	0.412
CD274	FAS	9606.ENSP00000370989	9606.ENSP00000498466	0	0	0	0.496	0.495
CD274	KLRC1	9606.ENSP00000370989	9606.ENSP00000438038	0	0	0	0.743	0.743
CD274	TIGIT	9606.ENSP00000370989	9606.ENSP00000419085	0	0	0	0.863	0.863
CD36	IQGAP2	9606.ENSP00000415743	9606.ENSP00000274364	0	0	0	0.436	0.436
CD36	TLR1	9606.ENSP00000415743	9606.ENSP00000354932	0	0	0	0.870	0.870
CD36	HSD11B1	9606.ENSP00000415743	9606.ENSP00000355995	0	0.292	0	0.413	0.566
CD36	TXN	9606.ENSP00000415743	9606.ENSP00000363641	0	0	0	0.808	0.808
CD36	PRKCA	9606.ENSP00000415743	9606.ENSP00000408695	0	0	0	0.450	0.450
CD36	ITGB3	9606.ENSP00000415743	9606.ENSP00000452786	0	0.292	0	0.258	0.452
CD40LG	TNC	9606.ENSP00000359663	9606.ENSP00000265131	0	0.900	0	0	0.900
CD40LG	ICOS	9606.ENSP00000359663	9606.ENSP00000319476	0	0	0	0.925	0.925
CD69	S1PR1	9606.ENSP00000228434	9606.ENSP00000305416	0	0.292	0	0.967	0.975
CDC14A	DES	9606.ENSP00000354916	9606.ENSP00000363071	0	0	0	0.435	0.435
CDH10	CDH19	9606.ENSP00000264463	9606.ENSP00000262150	0	0	0.540	0.618	0.816
CDK19	PPARGC1A	9606.ENSP00000357907	9606.ENSP00000264867	0	0	0.500	0	0.499
CDK7	TWISTNB	9606.ENSP00000256443	9606.ENSP00000222567	0	0	0.500	0	0.499
CDK7	H4C6	9606.ENSP00000256443	9606.ENSP00000244537	0	0.800	0	0	0.800
CDK7	POLR1B	9606.ENSP00000256443	9606.ENSP00000444136	0	0.128	0.500	0	0.545
CDK7	POLR2H	9606.ENSP00000256443	9606.ENSP00000415536	0	0.800	0.500	0	0.895
CENPN	H4C6	9606.ENSP00000377007	9606.ENSP00000244537	0	0.900	0.500	0	0.947
CENPN	H2BC5	9606.ENSP00000377007	9606.ENSP00000289316	0	0.749	0	0	0.749
CENPN	RUVBL1	9606.ENSP00000377007	9606.ENSP00000318297	0	0	0.500	0	0.499
CFHR1	CFHR5	9606.ENSP00000314299	9606.ENSP00000256785	0	0.422	0.500	0	0.698
CFL2	VCL	9606.ENSP00000298159	9606.ENSP00000211998	0	0	0	0.479	0.479
CFL2	FLNC	9606.ENSP00000298159	9606.ENSP00000327145	0	0	0	0.403	0.403
CFL2	PRNP	9606.ENSP00000298159	9606.ENSP00000399376	0	0	0	0.417	0.416
CFL2	PFN4	9606.ENSP00000298159	9606.ENSP00000322170	0	0	0	0.552	0.552
CGN	PPP1R9A	9606.ENSP00000271636	9606.ENSP00000405514	0	0.428	0	0	0.428
CGN	PLEKHA7	9606.ENSP00000271636	9606.ENSP00000435389	0	0.329	0	0.634	0.743
CGN	MARVELD2	9606.ENSP00000271636	9606.ENSP00000323264	0	0	0	0.959	0.959
CGN	OCLN	9606.ENSP00000271636	9606.ENSP00000347379	0	0.096	0	0.982	0.983
CLCA1	CLCA2	9606.ENSP00000234701	9606.ENSP00000359596	0	0	0.900	0	0.900
CLCA1	CLCA4	9606.ENSP00000234701	9606.ENSP00000359594	0	0	0.900	0	0.900
CLCA2	ITGB4	9606.ENSP00000359596	9606.ENSP00000200181	0	0	0	0.561	0.561
CLCA2	CLCA4	9606.ENSP00000359596	9606.ENSP00000359594	0	0	0.900	0	0.900
CLCN3	MMP2	9606.ENSP00000261514	9606.ENSP00000219070	0	0	0	0.813	0.813
CLDN12	CLDN8	9606.ENSP00000287916	9606.ENSP00000382783	0	0	0.400	0	0.400
CLDN12	CLDN7	9606.ENSP00000287916	9606.ENSP00000353475	0	0	0.400	0.054	0.408
CLDN7	EPCAM	9606.ENSP00000353475	9606.ENSP00000263735	0	0.300	0	0.967	0.975
CLDN7	ITGA2	9606.ENSP00000353475	9606.ENSP00000296585	0	0	0	0.829	0.829
CLDN7	MARVELD2	9606.ENSP00000353475	9606.ENSP00000323264	0	0	0	0.867	0.867
CLDN7	OCLN	9606.ENSP00000353475	9606.ENSP00000347379	0	0	0.650	0.982	0.993
CLDN7	CLDN8	9606.ENSP00000353475	9606.ENSP00000382783	0	0	0.650	0.261	0.730
CLDN7	TACSTD2	9606.ENSP00000353475	9606.ENSP00000360269	0	0.411	0	0.880	0.926
CLDN8	OCLN	9606.ENSP00000382783	9606.ENSP00000347379	0	0	0.650	0.482	0.810
CLEC2B	KLRF1	9606.ENSP00000228438	9606.ENSP00000483713	0	0	0.700	0.982	0.994
CLIP3	CYLD	9606.ENSP00000353732	9606.ENSP00000392025	0	0.457	0.800	0	0.886
CLIP4	JAKMIP2	9606.ENSP00000327009	9606.ENSP00000479248	0	0.595	0	0	0.595
CLU	IL4	9606.ENSP00000315130	9606.ENSP00000231449	0	0	0	0.407	0.407
CLU	SERPINF1	9606.ENSP00000315130	9606.ENSP00000254722	0	0	0	0.415	0.414
CLU	PLA2G7	9606.ENSP00000315130	9606.ENSP00000274793	0	0	0.720	0	0.720
CLU	SAA4	9606.ENSP00000315130	9606.ENSP00000278222	0	0	0.540	0.071	0.554
CLU	SAA1	9606.ENSP00000315130	9606.ENSP00000384906	0	0	0.540	0.071	0.554
CLU	SAA2	9606.ENSP00000315130	9606.ENSP00000436126	0	0	0.540	0.071	0.554
CNTFR	IL6ST	9606.ENSP00000368265	9606.ENSP00000370698	0	0.292	0.800	0.871	0.980
CNTN1	PRNP	9606.ENSP00000447006	9606.ENSP00000399376	0	0.065	0	0.457	0.471
COL14A1	DCN	9606.ENSP00000297848	9606.ENSP00000052754	0	0.292	0	0.806	0.856
COL14A1	PLOD2	9606.ENSP00000297848	9606.ENSP00000282903	0	0	0.500	0	0.499
COL14A1	COL28A1	9606.ENSP00000297848	9606.ENSP00000382356	0	0	0.400	0	0.400
COL14A1	OGN	9606.ENSP00000297848	9606.ENSP00000364711	0	0.400	0	0	0.400
COL14A1	P3H2	9606.ENSP00000297848	9606.ENSP00000316881	0	0	0.500	0	0.499
COL28A1	PLOD2	9606.ENSP00000382356	9606.ENSP00000282903	0	0	0.500	0	0.499
COL28A1	P3H2	9606.ENSP00000382356	9606.ENSP00000316881	0	0	0.500	0	0.499
COL4A6	PLOD2	9606.ENSP00000378340	9606.ENSP00000282903	0	0	0.500	0	0.499
COL4A6	P3H2	9606.ENSP00000378340	9606.ENSP00000316881	0	0	0.500	0	0.499
COL6A1	NID1	9606.ENSP00000355180	9606.ENSP00000264187	0	0	0	0.420	0.420
COL6A1	COL6A5	9606.ENSP00000355180	9606.ENSP00000265379	0	0	0.400	0.096	0.434
COL6A1	PLOD2	9606.ENSP00000355180	9606.ENSP00000282903	0	0	0.500	0	0.499
COL6A1	ITGA5	9606.ENSP00000355180	9606.ENSP00000293379	0	0	0	0.636	0.636
COL6A1	P3H2	9606.ENSP00000355180	9606.ENSP00000316881	0	0	0.500	0	0.499
COL6A1	NCAM1	9606.ENSP00000355180	9606.ENSP00000480132	0	0	0.500	0	0.499
COL6A5	P3H2	9606.ENSP00000265379	9606.ENSP00000316881	0	0	0.500	0	0.499
COL6A5	PLOD2	9606.ENSP00000265379	9606.ENSP00000282903	0	0	0.500	0	0.499
COL6A5	NCAM1	9606.ENSP00000265379	9606.ENSP00000480132	0	0	0.500	0	0.499
COMP	TAGLN	9606.ENSP00000222271	9606.ENSP00000376678	0	0	0	0.421	0.421
COMP	ITGA5	9606.ENSP00000222271	9606.ENSP00000293379	0	0	0.500	0	0.499
COMP	ITGB3	9606.ENSP00000222271	9606.ENSP00000452786	0	0	0.500	0.219	0.593
COMP	THBS4	9606.ENSP00000222271	9606.ENSP00000339730	0	0	0	0.788	0.788
CORO1C	PLS3	9606.ENSP00000394496	9606.ENSP00000348163	0	0	0	0.644	0.644
CORO1C	SORBS1	9606.ENSP00000394496	9606.ENSP00000360293	0	0	0.540	0	0.540
CPLX3	STXBP5L	9606.ENSP00000378464	9606.ENSP00000273666	0	0	0.540	0	0.540
CPLX3	CPLX4	9606.ENSP00000378464	9606.ENSP00000299721	0	0	0.900	0	0.900
CPLX3	STX19	9606.ENSP00000378464	9606.ENSP00000320679	0	0	0.540	0	0.540
CPLX4	STXBP5L	9606.ENSP00000299721	9606.ENSP00000273666	0	0	0.540	0	0.540
CPLX4	STX19	9606.ENSP00000299721	9606.ENSP00000320679	0	0	0.540	0	0.540
CPNE8	RHOJ	9606.ENSP00000329748	9606.ENSP00000316729	0	0.125	0.500	0	0.543
CR2	IFNA21	9606.ENSP00000356024	9606.ENSP00000369574	0	0	0	0.596	0.596
CR2	IFNA17	9606.ENSP00000356024	9606.ENSP00000411940	0	0	0	0.596	0.596
CR2	IFNA16	9606.ENSP00000356024	9606.ENSP00000369564	0	0	0	0.596	0.596
CRB1	MSN	9606.ENSP00000356370	9606.ENSP00000353408	0	0.230	0	0.388	0.508
CRCP	GTF3C6	9606.ENSP00000378736	9606.ENSP00000357863	0	0	0.500	0	0.499
CRCP	POLR1B	9606.ENSP00000378736	9606.ENSP00000444136	0	0.515	0	0	0.515
CRCP	POLD2	9606.ENSP00000378736	9606.ENSP00000480186	0	0	0.900	0	0.900
CRCP	PRIM2	9606.ENSP00000378736	9606.ENSP00000484105	0	0	0.900	0	0.900
CRCP	POLR2H	9606.ENSP00000378736	9606.ENSP00000415536	0	0.959	0.540	0	0.980
CREB3L1	CREB3L4	9606.ENSP00000481956	9606.ENSP00000271889	0	0	0.900	0	0.900
CREB3L1	TAF4B	9606.ENSP00000481956	9606.ENSP00000462980	0	0	0.800	0	0.800
CREB3L4	TAF4B	9606.ENSP00000271889	9606.ENSP00000462980	0	0	0.800	0	0.800
CRH	GNG2	9606.ENSP00000276571	9606.ENSP00000334448	0	0.735	0	0	0.735
CRYAB	HSPB1	9606.ENSP00000433560	9606.ENSP00000248553	0	0.524	0	0.279	0.642
CRYAB	HSPB2	9606.ENSP00000433560	9606.ENSP00000302476	0	0.524	0	0.111	0.558
CRYZ	FASN	9606.ENSP00000399805	9606.ENSP00000304592	0	0.172	0.257	0.145	0.428
CSTA	CTSV	9606.ENSP00000264474	9606.ENSP00000259470	0	0.919	0	0.280	0.939
CSTA	PTN	9606.ENSP00000264474	9606.ENSP00000341170	0	0.071	0	0.417	0.435
CTNNAL1	UTRN	9606.ENSP00000320434	9606.ENSP00000356515	0	0.587	0	0.170	0.642
CTNNAL1	DMD	9606.ENSP00000320434	9606.ENSP00000354923	0	0.622	0	0.170	0.672
CTNNAL1	DTNA	9606.ENSP00000320434	9606.ENSP00000470152	0	0.292	0	0.589	0.696
CTSG	SERPINB1	9606.ENSP00000216336	9606.ENSP00000370115	0	0	0	0.485	0.485
CTSG	SERPINA3	9606.ENSP00000216336	9606.ENSP00000450540	0	0.128	0	0.964	0.967
CTSV	KNG1	9606.ENSP00000259470	9606.ENSP00000493985	0	0.507	0	0	0.507
CTSV	SERPINB13	9606.ENSP00000259470	9606.ENSP00000269489	0	0	0.700	0	0.700
CTTNBP2	STK26	9606.ENSP00000160373	9606.ENSP00000377867	0	0.734	0	0	0.734
CTTNBP2	PPP2CB	9606.ENSP00000160373	9606.ENSP00000221138	0	0.734	0	0	0.734
CX3CR1	CXCL6	9606.ENSP00000351059	9606.ENSP00000226317	0	0	0.650	0.044	0.651
CX3CR1	CXCL13	9606.ENSP00000351059	9606.ENSP00000286758	0	0	0.650	0.393	0.778
CX3CR1	CXCL10	9606.ENSP00000351059	9606.ENSP00000305651	0	0	0.650	0.690	0.887
CX3CR1	GNG2	9606.ENSP00000351059	9606.ENSP00000334448	0	0.800	0	0	0.800
CX3CR1	XCL2	9606.ENSP00000351059	9606.ENSP00000356793	0	0	0.650	0	0.650
CX3CR1	CXCL12	9606.ENSP00000351059	9606.ENSP00000379140	0	0	0.650	0.936	0.976
CXCL10	CXCL6	9606.ENSP00000305651	9606.ENSP00000226317	0	0.734	0	0.200	0.778
CXCL10	IL1A	9606.ENSP00000305651	9606.ENSP00000263339	0	0	0	0.610	0.610
CXCL10	CXCL13	9606.ENSP00000305651	9606.ENSP00000286758	0	0	0.900	0.784	0.977
CXCL10	CXCR5	9606.ENSP00000305651	9606.ENSP00000292174	0	0	0.650	0.832	0.938
CXCL10	CXCL12	9606.ENSP00000305651	9606.ENSP00000379140	0	0.734	0	0.080	0.744
CXCL12	CXCL6	9606.ENSP00000379140	9606.ENSP00000226317	0	0.734	0	0	0.734
CXCL12	TNFAIP6	9606.ENSP00000379140	9606.ENSP00000243347	0	0.405	0	0	0.405
CXCL12	PDGFRA	9606.ENSP00000379140	9606.ENSP00000257290	0	0	0	0.401	0.400
CXCL12	FLT1	9606.ENSP00000379140	9606.ENSP00000282397	0	0	0	0.476	0.476
CXCL12	KIT	9606.ENSP00000379140	9606.ENSP00000288135	0	0	0	0.921	0.921
CXCL12	CXCR5	9606.ENSP00000379140	9606.ENSP00000292174	0	0	0.650	0.982	0.993
CXCL12	XCL2	9606.ENSP00000379140	9606.ENSP00000356793	0	0.734	0	0	0.734
CXCL12	IGF2	9606.ENSP00000379140	9606.ENSP00000391826	0	0	0	0.450	0.450
CXCL12	SLIT2	9606.ENSP00000379140	9606.ENSP00000422591	0	0	0.500	0	0.499
CXCL12	ROBO1	9606.ENSP00000379140	9606.ENSP00000420321	0	0	0.500	0	0.499
CXCL13	CXCR5	9606.ENSP00000286758	9606.ENSP00000292174	0	0	0.900	0.982	0.998
CXCL6	CXCR5	9606.ENSP00000226317	9606.ENSP00000292174	0	0	0.650	0	0.650
CXCR5	XCL2	9606.ENSP00000292174	9606.ENSP00000356793	0	0	0.650	0	0.650
CXorf66	EEF2	9606.ENSP00000359571	9606.ENSP00000307940	0	0.499	0	0.160	0.561
CXorf66	DOCK4	9606.ENSP00000359571	9606.ENSP00000410746	0	0.376	0	0.090	0.407
CXorf66	MRTO4	9606.ENSP00000359571	9606.ENSP00000364320	0	0.339	0	0.143	0.409
CXorf66	MAPK9	9606.ENSP00000359571	9606.ENSP00000394560	0	0.475	0	0.076	0.494
CYLD	PIK3R1	9606.ENSP00000392025	9606.ENSP00000428056	0	0	0	0.434	0.434
DAAM2	PFN4	9606.ENSP00000381876	9606.ENSP00000322170	0	0.254	0	0.311	0.464
DAPK1	MAP1B	9606.ENSP00000386135	9606.ENSP00000296755	0	0	0	0.529	0.529
DAPK1	GRIN2B	9606.ENSP00000386135	9606.ENSP00000477455	0	0	0	0.672	0.672
DAPL1	EEF2	9606.ENSP00000309538	9606.ENSP00000307940	0	0.459	0	0	0.459
DCDC1	RAB3IP	9606.ENSP00000385936	9606.ENSP00000447300	0	0.292	0	0.409	0.563
DCN	TGFB3	9606.ENSP00000052754	9606.ENSP00000238682	0	0	0.500	0	0.499
DCN	FBN1	9606.ENSP00000052754	9606.ENSP00000325527	0	0	0	0.500	0.500
DCN	LUM	9606.ENSP00000052754	9606.ENSP00000266718	0	0	0	0.760	0.760
DCN	TGFB2	9606.ENSP00000052754	9606.ENSP00000355896	0	0.292	0.500	0.415	0.774
DCN	FGF10	9606.ENSP00000052754	9606.ENSP00000264664	0	0	0	0.893	0.893
DCN	FGF7	9606.ENSP00000052754	9606.ENSP00000267843	0	0	0	0.893	0.893
DCN	FGF16	9606.ENSP00000052754	9606.ENSP00000399324	0	0	0	0.894	0.894
DCN	ERBB3	9606.ENSP00000052754	9606.ENSP00000267101	0	0	0.900	0	0.900
DCN	IGF1	9606.ENSP00000052754	9606.ENSP00000376637	0	0.046	0.900	0.707	0.969
DDX21	TWISTNB	9606.ENSP00000346120	9606.ENSP00000222567	0	0	0.500	0	0.499
DDX21	KPNA3	9606.ENSP00000346120	9606.ENSP00000261667	0	0.420	0	0	0.420
DDX21	TOP2A	9606.ENSP00000346120	9606.ENSP00000411532	0	0.421	0	0	0.420
DDX21	DKC1	9606.ENSP00000346120	9606.ENSP00000358563	0	0.488	0	0	0.488
DDX21	POLR1B	9606.ENSP00000346120	9606.ENSP00000444136	0	0	0.500	0	0.499
DDX21	POLR2H	9606.ENSP00000346120	9606.ENSP00000415536	0	0	0.500	0	0.499
DDX21	DHX9	9606.ENSP00000346120	9606.ENSP00000356520	0	0.420	0	0.275	0.561
DDX21	GNL3	9606.ENSP00000346120	9606.ENSP00000395772	0	0.077	0.800	0.452	0.890
DDX55	MRTO4	9606.ENSP00000238146	9606.ENSP00000364320	0	0.442	0	0	0.442
DDX55	WDR12	9606.ENSP00000238146	9606.ENSP00000261015	0	0.486	0	0	0.485
DEFB1	H4C6	9606.ENSP00000297439	9606.ENSP00000244537	0	0	0	0.823	0.823
DEFB1	PMPCB	9606.ENSP00000297439	9606.ENSP00000249269	0	0.554	0	0	0.554
DEFB1	H3C12	9606.ENSP00000297439	9606.ENSP00000352252	0	0	0	0.581	0.581
DERA	TLR1	9606.ENSP00000416583	9606.ENSP00000354932	0	0.591	0	0	0.591
DES	NTS	9606.ENSP00000363071	9606.ENSP00000256010	0	0	0	0.444	0.444
DES	SYNM	9606.ENSP00000363071	9606.ENSP00000336775	0	0.615	0	0	0.615
DHX9	H4C6	9606.ENSP00000356520	9606.ENSP00000244537	0	0.457	0	0	0.457
DHX9	SND1	9606.ENSP00000356520	9606.ENSP00000346762	0	0.292	0.360	0.081	0.547
DHX9	WWP2	9606.ENSP00000356520	9606.ENSP00000352069	0	0.457	0	0	0.457
DHX9	RBM7	9606.ENSP00000356520	9606.ENSP00000364639	0	0	0.800	0	0.800
DKC1	GAR1	9606.ENSP00000358563	9606.ENSP00000226796	0	0.989	0.900	0.815	0.999
DKC1	H4C6	9606.ENSP00000358563	9606.ENSP00000244537	0	0.457	0	0	0.457
DKC1	NVL	9606.ENSP00000358563	9606.ENSP00000281701	0	0	0.900	0	0.900
DKC1	RUVBL1	9606.ENSP00000358563	9606.ENSP00000318297	0	0.507	0	0.787	0.890
DKC1	NOP10	9606.ENSP00000358563	9606.ENSP00000332198	0	0.990	0.900	0.987	0.999
DKC1	SMG5	9606.ENSP00000358563	9606.ENSP00000355261	0	0.045	0.540	0	0.541
DKC1	GNL3	9606.ENSP00000358563	9606.ENSP00000395772	0	0.400	0	0	0.400
DKC1	NOP56	9606.ENSP00000358563	9606.ENSP00000370589	0	0.664	0.720	0.049	0.902
DMD	VCL	9606.ENSP00000354923	9606.ENSP00000211998	0	0	0	0.843	0.843
DMD	LAMB1	9606.ENSP00000354923	9606.ENSP00000222399	0	0	0.500	0	0.499
DMD	LAMA4	9606.ENSP00000354923	9606.ENSP00000230538	0	0	0.500	0	0.499
DMD	FLNC	9606.ENSP00000354923	9606.ENSP00000327145	0	0	0	0.783	0.783
DMD	SGCD	9606.ENSP00000354923	9606.ENSP00000338343	0	0	0.900	0.443	0.941
DMD	PLEKHA2	9606.ENSP00000354923	9606.ENSP00000482228	0	0.470	0	0	0.470
DMD	LAMB3	9606.ENSP00000354923	9606.ENSP00000375778	0	0	0.500	0	0.499
DMD	TPM2	9606.ENSP00000354923	9606.ENSP00000496494	0	0	0.500	0	0.499
